"H0013301","H0013400","H0013401","H0013402","H0013403","H0013404","H0013405","H0013406","H0013407","H0013408","R0000100","R0173600","R0214700","R0214800","T4998600","T4998601","T4998602","T4998603","T4998604","T4998605","T4998606","T4998607","T4998608","T4998609","T5733900","T5733901","T5733902","T5733903","T5733904","T5733905","T5733906","T5733907","T5733908","T5733909","T8162900","T8162901","T8162902","T8162903","T8162904","T8162905","T8162906","T8162907","T8162908","T8162909"
3,0,0,1,0,0,1,0,0,1,884,5,3,2,3,6,5,5,4,7,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,2,0,0,0,1,1,0,0,1,885,1,3,1,5,2,5,2,5,4,6,3,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,886,5,3,2,3,2,6,2,6,3,6,1,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,2,0,0,0,887,5,3,2,6,1,7,1,7,5,7,1,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,888,1,3,1,5,1,1,4,7,3,3,1,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,1,0,0,1,889,5,3,2,1,1,3,3,3,3,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,0,0,3,0,0,0,890,1,3,1,5,3,7,1,5,3,4,1,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,891,1,3,1,7,4,7,1,5,1,5,1,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,1,0,0,0,0,1,0,0,0,892,5,3,2,3,2,5,1,4,1,5,1,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,1,1,0,0,0,0,1,0,893,5,3,2,7,5,7,4,6,2,7,2,5,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,894,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,895,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7,0,3,0,3,0,1,3,3,0,896,5,3,2,5,1,3,3,7,2,7,2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,0,0,2,0,0,0,2,897,5,3,2,7,2,7,7,7,4,7,2,4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
10,1,2,1,2,2,2,2,2,0,898,5,3,2,5,2,6,4,6,3,5,4,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,899,1,3,1,3,2,7,2,5,5,5,1,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,1,0,0,1,0,0,1,900,5,3,2,4,2,6,4,4,6,6,2,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,901,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,0,0,0,0,0,1,0,0,0,902,1,3,1,5,4,7,2,3,4,6,2,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,2,2,0,0,903,1,3,1,5,1,7,2,4,4,4,2,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,904,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,905,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,0,0,1,0,1,1,906,5,3,2,5,2,6,2,7,3,5,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,907,1,3,1,3,2,6,1,5,5,4,3,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,908,1,3,1,4,4,6,2,6,6,5,5,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
8,1,0,1,0,0,3,0,2,1,909,5,3,2,6,2,6,3,4,4,6,1,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,2,0,2,0,0,2,2,0,910,3,2,1,7,7,7,1,7,1,3,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,1,0,1,0,0,2,0,0,1,911,3,2,1,3,1,7,1,4,4,3,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,2,0,0,0,0,2,0,912,5,3,2,5,2,7,3,5,4,7,2,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,913,1,3,1,6,1,7,1,6,3,5,1,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,914,8,1,2,7,2,6,2,6,1,7,1,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,1,0,1,1,0,0,0,915,8,1,2,6,5,6,2,6,2,4,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,916,1,3,1,6,3,5,1,6,1,5,3,6,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,917,1,3,1,7,1,7,3,6,1,7,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
17,1,2,3,3,2,3,3,2,3,918,5,3,2,4,1,3,5,1,2,6,5,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,0,0,1,2,1,1,0,1,0,919,1,3,1,5,6,7,6,4,3,3,2,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,920,1,3,1,6,2,7,2,6,4,5,1,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,921,1,3,1,5,5,7,4,4,7,5,2,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,0,0,0,1,0,1,1,922,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1,0,2,0,0,0,0,0,0,923,5,3,2,7,2,6,2,5,1,6,3,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,924,1,3,1,4,1,6,3,5,6,7,3,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,925,1,3,1,5,5,6,3,5,4,5,3,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,2,2,0,0,0,0,0,0,926,5,3,2,5,1,7,2,6,5,7,1,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,927,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7,1,1,1,1,1,1,1,1,1,928,6,3,2,1,1,6,1,3,7,7,1,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,929,1,3,1,5,2,6,2,5,2,5,2,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,0,0,1,1,930,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,0,1,0,0,1,3,0,0,1,931,1,3,1,5,5,7,2,4,4,6,1,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,1,0,1,1,0,0,0,932,5,3,2,5,3,6,3,4,5,6,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,933,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,0,0,0,0,1,1,1,0,0,934,1,3,1,1,3,7,2,7,7,7,3,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,935,5,3,2,5,5,7,3,5,5,5,6,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,1,0,1,0,0,1,0,0,0,936,5,3,2,5,2,5,3,4,3,6,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,0,0,1,0,0,1,0,3,0,937,1,3,1,5,5,6,2,4,3,4,2,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,938,1,3,1,5,4,7,3,6,5,5,5,7,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
11,0,1,3,2,3,2,0,1,0,939,5,3,2,3,4,5,5,4,6,7,1,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,940,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,941,1,3,1,5,4,5,3,4,5,6,3,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7,0,1,2,1,1,2,0,1,0,942,5,3,2,5,3,6,4,5,3,7,3,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,943,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6,1,0,1,1,0,2,0,0,1,944,2,3,1,4,2,6,3,5,6,6,2,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,1,0,0,0,0,945,1,3,1,2,2,5,4,6,6,5,1,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,946,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,0,0,0,0,1,0,0,0,0,947,1,3,1,5,1,6,4,4,2,7,1,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,948,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,1,0,2,0,0,2,0,0,0,949,5,3,2,5,3,7,3,5,5,6,1,7,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,1,0,0,2,0,0,0,950,5,3,2,3,2,5,2,6,6,5,3,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,1,1,0,0,0,951,1,3,1,5,5,7,3,5,5,5,3,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,1,0,0,0,0,0,0,0,0,952,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,5,3,6,3,6,1,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,2,2,0,0,0,0,2,0,953,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,4,3,7,4,7,4,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,954,5,3,2,3,2,7,2,5,5,6,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,955,1,3,1,5,4,6,5,4,3,4,2,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,1,0,0,0,0,3,0,0,0,956,1,3,1,5,5,7,6,1,4,7,2,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,957,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,0,0,0,0,1,1,0,0,0,958,1,3,1,5,2,6,6,4,5,6,2,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,959,1,3,1,6,3,6,2,6,4,6,3,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,2,0,0,0,0,0,0,0,0,960,1,3,1,5,5,7,3,6,3,4,4,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,0,0,2,1,1,0,1,1,1,961,1,3,1,5,3,5,4,6,5,7,3,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,962,5,3,2,7,1,7,2,7,2,7,1,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,0,0,0,3,0,0,0,963,5,3,2,7,1,7,1,7,1,7,1,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,964,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,965,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,966,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,967,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,968,1,3,1,3,3,5,4,6,6,5,4,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
9,0,2,0,2,2,1,2,2,2,969,5,3,2,5,3,5,2,4,4,6,2,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,970,1,3,1,3,3,7,4,3,5,3,2,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,971,5,3,2,4,3,6,3,5,4,6,2,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,972,5,3,2,5,3,5,3,6,6,5,3,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,0,1,1,1,0,2,0,0,1,973,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9,0,0,2,2,2,0,0,1,2,974,5,3,2,5,1,6,3,5,4,7,1,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,975,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,976,5,3,2,4,4,5,6,2,5,6,2,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,2,0,0,0,977,1,3,1,5,3,7,3,7,5,7,1,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,978,6,3,2,7,2,7,2,7,6,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,979,5,3,2,7,1,7,1,5,1,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,2,0,0,0,1,1,0,0,1,980,1,3,1,6,5,7,4,4,4,6,4,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,981,5,3,2,5,3,6,3,5,4,6,2,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,1,1,1,0,982,5,3,2,5,-2,6,5,6,2,7,1,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,983,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,0,0,0,0,2,2,0,0,0,984,2,3,1,4,4,5,2,5,3,5,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,985,2,3,1,7,5,7,1,6,1,5,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,986,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,987,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1,1,0,1,0,1,0,0,0,988,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,989,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,990,1,3,1,5,6,2,2,5,3,7,3,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,991,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,2,2,0,0,1,0,0,0,992,5,3,2,5,1,4,4,4,1,7,4,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,993,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,0,3,0,0,0,0,994,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,4,7,1,7,1,4,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,2,0,0,0,995,5,3,2,7,1,7,1,4,1,7,1,7,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5,3,1,0,0,0,1,0,0,1,996,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,4,6,5,6,6,5,2,5,2
0,0,0,0,0,0,0,0,0,0,997,1,3,1,3,3,2,7,3,3,3,5,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,998,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,1,0,0,0,0,2,0,0,0,999,5,3,2,6,2,6,2,7,1,7,2,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,0,1,0,1,1,3,1,1,0,1000,3,2,1,5,2,7,2,7,3,6,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7,1,1,1,1,1,3,1,0,0,1001,7,2,2,7,7,5,2,2,1,1,6,5,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,1,1,0,0,3,0,0,0,0,1002,3,2,1,3,4,1,6,3,4,5,6,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,0,2,0,2,2,0,0,0,0,1003,1,3,1,3,7,7,4,3,3,5,7,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,0,1,1,0,1,1,1,1004,5,3,2,5,5,7,5,7,7,6,3,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
18,3,1,3,3,3,3,1,3,0,1005,5,3,2,6,6,3,7,2,6,2,1,3,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
