"H0013301","H0013400","H0013401","H0013402","H0013403","H0013404","H0013405","H0013406","H0013407","H0013408","R0000100","R0173600","R0214700","R0214800","T4998600","T4998601","T4998602","T4998603","T4998604","T4998605","T4998606","T4998607","T4998608","T4998609","T5733900","T5733901","T5733902","T5733903","T5733904","T5733905","T5733906","T5733907","T5733908","T5733909","T8162900","T8162901","T8162902","T8162903","T8162904","T8162905","T8162906","T8162907","T8162908","T8162909"
0,0,0,0,0,0,0,0,0,0,10504,14,1,2,4,5,7,3,5,4,6,3,4,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,0,0,2,2,0,0,0,10505,11,1,1,5,6,7,4,7,6,5,1,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
18,3,3,3,3,3,3,3,3,0,10506,14,1,2,7,1,7,2,7,4,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,1,0,0,3,0,0,0,10507,14,1,2,1,7,7,4,4,7,7,1,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10508,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,0,0,0,0,0,1,0,0,0,10509,11,1,1,1,5,6,3,6,4,6,3,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10510,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,1,1,1,0,0,0,10511,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,0,0,0,0,0,0,0,1,1,10512,14,1,2,7,5,7,1,7,1,7,1,7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10513,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,0,0,0,0,0,0,0,1,0,10514,14,1,2,2,5,5,3,5,3,5,3,4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10515,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,1,0,0,0,0,0,0,1,0,10516,14,1,2,5,1,7,1,7,3,6,1,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10517,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10518,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10519,11,1,1,4,6,6,3,5,3,6,2,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,0,0,1,0,10520,11,1,1,-2,-2,-2,-2,-2,7,-2,5,7,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10521,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,0,0,0,0,0,1,0,0,0,10522,14,1,2,5,2,7,1,2,5,5,2,5,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10523,11,1,1,-2,3,4,1,4,4,5,1,6,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,1,0,0,0,0,10524,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
15,2,2,2,2,3,2,2,2,2,10525,11,1,1,7,7,7,1,7,7,5,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10526,14,1,2,3,4,6,4,3,4,6,1,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10527,11,1,1,7,7,7,7,6,7,5,4,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,0,0,2,0,0,0,10528,13,2,2,7,5,7,7,3,7,5,5,7,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,0,0,0,3,0,0,0,10529,14,1,2,5,2,7,4,5,7,6,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10530,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10531,11,1,1,5,2,6,2,5,5,6,2,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,0,0,0,0,3,0,1,0,0,10532,14,1,2,5,3,7,3,6,5,6,1,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10533,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,4,7,1,5,5,5,4,6,1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10534,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
13,1,2,0,2,2,3,3,3,2,10535,14,1,2,5,1,7,1,5,7,7,3,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4,0,0,1,0,0,3,0,0,0,10536,14,1,2,5,3,5,3,5,5,6,4,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3,2,0,0,0,0,1,0,0,0,10537,14,1,2,5,3,5,2,5,4,6,3,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,0,0,0,0,3,1,1,0,2,10538,14,1,2,7,7,7,3,5,4,4,4,4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10539,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10540,11,1,1,5,2,7,1,6,5,5,2,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10541,11,1,1,6,4,7,1,6,1,5,6,6,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10542,14,1,2,5,5,5,7,7,3,5,7,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,10543,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,3,5,1,7,5,7,4,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,3,1,1,0,1,1,0,0,0,10544,14,1,2,3,3,7,2,7,5,5,3,4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10545,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,1,0,0,0,0,0,0,0,0,10546,14,1,2,-2,-2,-2,-2,-2,1,5,7,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,10547,11,1,1,4,3,7,3,4,5,6,3,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10548,11,1,1,3,6,7,5,7,5,6,5,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4,3,0,0,0,0,1,0,0,0,10549,13,2,2,4,1,7,5,5,6,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,1,0,0,0,10550,14,1,2,6,5,7,3,6,6,6,1,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10551,14,1,2,1,2,7,5,3,6,6,1,7,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
8,0,2,1,2,2,1,1,1,1,10552,11,1,1,7,4,7,5,3,7,5,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10553,11,1,1,6,6,7,6,7,4,6,1,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10554,14,1,2,1,1,7,1,5,5,5,1,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1,0,0,0,0,0,0,0,0,1,10555,11,1,1,1,1,7,1,7,7,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10556,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10557,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10558,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10559,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10560,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,0,0,1,0,0,1,0,0,0,10561,11,1,1,7,2,5,1,6,6,5,1,7,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10562,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10563,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10564,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10565,14,1,2,7,1,7,5,7,7,7,1,7,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6,1,2,0,1,1,1,1,2,0,10566,10,2,1,-2,-2,7,1,7,5,-2,1,7,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10567,10,2,1,7,1,5,4,3,5,4,5,3,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10568,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10569,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10570,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10571,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,0,0,2,0,0,1,10572,14,1,2,5,5,5,4,5,3,6,5,5,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
12,2,2,2,2,2,2,2,2,0,10573,14,1,2,4,6,7,3,4,4,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10574,11,1,1,7,1,7,7,7,7,7,1,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10575,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10576,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10577,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9,0,0,0,0,3,3,1,0,3,10578,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,5,7,2,7,6,7,2,7,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-3,2,1,-2,1,-2,-2,-2,-2,1,10579,13,2,2,7,3,6,2,2,1,7,5,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
8,2,2,1,1,1,1,1,1,1,10580,10,2,1,5,2,6,1,6,1,6,1,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10581,13,2,2,5,2,7,2,7,5,7,1,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2,0,0,0,1,0,0,1,1,0,10582,13,2,2,7,1,7,4,5,1,7,5,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10583,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,0,0,0,0,0,0,0,0,0,10584,10,2,1,5,1,7,1,5,5,7,1,7,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
0,0,0,0,0,0,0,0,0,0,10585,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5,3,0,0,0,0,0,0,2,0,10586,13,2,2,3,3,3,3,3,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10587,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10588,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10589,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11,1,0,2,0,3,3,0,2,0,10590,14,1,2,7,7,7,1,7,7,7,1,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10591,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10592,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10593,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10594,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10595,9,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10596,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10597,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10598,19,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10599,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3,0,0,0,0,0,3,0,0,0,10600,17,1,1,7,5,7,7,7,7,7,5,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10601,16,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10602,20,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10603,16,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10604,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10605,16,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2,0,0,0,1,0,1,0,0,0,10606,16,2,1,5,5,6,3,5,6,6,4,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10607,19,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10608,16,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,7,7,7,7,7,7,1,7,7
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10609,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10610,20,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10611,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10612,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10613,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10614,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10615,19,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10616,16,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10617,15,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10618,18,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
