"H0000200","H0013201","R0000100","R0000149","R0173600","R0214700","R0214800","T2210000","T2210700","T3107800","T3108600","T4112300","T4113100","T5022600","T5023500","T5770800","T5771400","T7743900","T8218700"
2000,2010,4945,4944,1,3,1,-5,-5,90500,12,99000,12,120200,12,100300,12,-5,-5
2002,2010,4946,4946,4,1,1,40000,8,42000,8,40000,8,50000,8,3400,8,-4,21600
2004,2014,4947,4946,8,1,2,6000,8,2000,8,6600,8,23200,8,-2,8,-4,-3
2000,-4,4948,4948,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,4949,4949,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,4950,4949,8,1,2,10860,9,12988,9,-2,9,10200,9,27272,9,-4,18692
2000,-4,4951,4951,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,4952,4952,5,3,2,0,12,74875,12,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4953,4953,5,3,2,45800,13,33600,13,40800,13,19200,13,250800,13,-4,200000
2004,2012,4954,4954,5,3,2,110000,18,80000,19,64767,19,85000,20,105500,20,-4,127000
2004,2014,4955,4954,5,3,2,85010,12,87010,12,161000,12,130000,12,132050,12,-4,146000
2006,2014,4956,4954,5,3,2,113000,16,130012,16,125000,16,113000,16,128000,16,-4,140000
2004,2012,4957,4957,5,3,2,21600,10,20000,10,14720,10,18669,10,-2,10,-4,-3
2006,2014,4958,4957,5,3,2,5000,12,19128,12,0,12,16909,12,3000,12,-4,38000
2004,2012,4959,4959,5,3,2,109200,14,103150,14,121200,14,128000,14,-5,-5,-5,-5
2000,2008,4960,4960,1,3,1,82000,10,84000,10,95852,10,-5,-5,-5,-5,-5,-5
2004,2012,4961,4961,1,3,1,92000,13,89642,13,120000,13,100000,13,200000,13,-4,-3
2004,2014,4962,4962,5,3,2,78300,13,78500,13,96000,13,104000,13,104000,13,-4,104000
2002,2012,4963,4963,1,3,1,-2,12,-2,12,-2,12,150000,12,212000,12,-4,-3
2006,2010,4964,4964,1,3,1,76000,16,83870,16,70500,16,-5,-5,-5,-5,-5,-5
-4,-4,4965,4964,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,4966,4966,5,3,2,191685,12,32828,12,40633,12,34619,12,35600,12,-4,30192
2000,2008,4967,4966,5,3,2,66610,13,52400,13,80400,13,76000,13,52000,13,-4,69000
2004,2014,4968,4966,5,3,2,70339,14,-2,14,114936,14,82598,14,188089,14,-4,101000
2002,2012,4969,4969,4,1,1,34000,12,33000,12,43000,12,42000,12,40000,12,-4,38500
2004,2012,4970,4969,8,1,2,150000,16,-2,16,250000,16,180000,16,200000,16,-4,250000
2004,2014,4971,4969,8,1,2,36000,13,-2,13,-2,13,0,14,0,14,-4,5000
2002,2012,4972,4972,5,3,2,9000,13,17000,13,16000,13,18800,13,16000,13,-4,76000
2002,2012,4973,4972,5,3,2,164800,15,60000,15,254000,15,77525,15,0,15,-4,-3
1998,2008,4974,4974,5,3,2,-1,12,-1,12,-1,12,-1,12,-1,12,-4,-3
1998,2008,4975,4975,5,3,2,75600,18,72000,18,73100,18,70200,18,80500,18,-4,84000
2006,2014,4976,4976,5,3,2,102000,15,104000,15,234000,15,236500,15,285500,15,-4,310000
2000,2010,4977,4977,1,3,1,10116,8,10992,8,12337,8,12452,8,13089,8,-4,24432
2002,2012,4978,4977,5,3,2,12000,12,4500,12,17640,12,2134,12,11664,12,-4,11904
2006,-4,4979,4979,4,1,1,71500,12,-5,-5,91000,12,-5,-5,-5,-5,-5,-5
2002,2012,4980,4980,8,1,2,4080,12,-2,12,-2,12,8160,12,9240,12,-4,-3
2004,2014,4981,4980,8,1,2,67000,14,70200,14,85000,14,85000,14,108000,14,-4,-3
2002,2010,4982,4982,1,3,1,0,10,-2,10,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,4983,4982,1,3,1,-5,-5,56000,12,52000,12,57400,12,57000,12,-4,-3
-4,2012,4984,4984,5,3,2,-5,-5,87389,12,88000,12,-5,-5,-5,-5,-5,-5
-4,2014,4985,4984,1,3,1,-2,11,-2,12,-5,-5,-2,12,0,12,-4,84000
1998,2010,4986,4986,1,3,1,-5,-5,440692,12,-5,-5,-5,-5,-5,-5,-4,766958
2000,2010,4987,4987,5,3,2,108747,15,130939,15,150556,15,158450,15,135645,15,-4,178806
2002,2010,4988,4988,5,3,2,125000,16,170100,16,150000,16,191000,16,207099,16,-4,206000
2002,2010,4989,4988,5,3,2,58000,16,-2,16,62000,16,36000,16,34000,16,-4,66000
2002,2016,4990,4988,5,3,2,454737,20,0,20,-5,-5,-5,-5,-1,20,-4,-3
2004,-4,4991,4991,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,4992,4992,5,3,2,-1,12,-2,12,0,12,-5,-5,-2,12,-5,-5
-4,-4,4993,4992,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,4994,4994,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,4995,4994,5,3,2,65000,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,4996,4996,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,4997,4997,5,3,2,69000,15,-2,15,170000,15,185000,15,82000,15,-4,94650
2004,2012,4998,4997,1,3,1,71000,20,64000,20,71150,20,65000,20,86500,20,-4,60000
1998,2008,4999,4999,5,3,2,110000,18,440692,18,118000,18,132250,18,240000,18,-4,120000
2000,2008,5000,4999,1,3,1,-2,20,440692,20,-5,-5,595986,20,-5,-5,-5,-5
2002,2012,5001,4999,5,3,2,128000,17,180000,17,174000,17,124000,17,230000,17,-4,250000
2004,2012,5002,4999,5,3,2,454737,16,440692,16,497763,16,260000,16,922631,16,-4,-3
1998,2008,5003,5003,5,3,2,-1,19,440692,19,497763,19,595986,19,922631,19,-4,-3
2000,-4,5004,5003,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5005,5003,1,3,1,-5,-5,-5,-5,-5,-5,31300,16,-2,16,-4,-3
2004,2014,5006,5006,1,3,1,-2,19,440692,19,497763,19,595986,19,922631,19,-4,766958
1998,2008,5007,5007,1,3,1,82000,12,22058,12,198000,12,1000,12,24000,12,-4,-3
-4,-4,5008,5008,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5009,5009,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5010,5009,1,3,1,220000,18,218500,18,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5011,5009,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5012,5012,1,3,1,454737,20,440692,20,497763,20,595986,20,922631,20,-4,766958
2004,2014,5013,5013,4,1,1,60000,14,75209,14,80000,14,210000,14,130000,14,-4,-3
2004,2014,5014,5014,5,3,2,104000,10,72000,10,-1,10,160000,10,-2,10,-4,23500
2002,-4,5015,5015,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,5016,5015,5,3,2,8100,12,9156,12,8448,12,8640,12,-5,-5,-5,-5
2000,2010,5017,5017,1,3,1,107900,14,124100,14,139200,14,144125,14,172000,14,-4,164000
-4,2016,5018,5018,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,300000,16,-4,245000
2004,2010,5019,5018,5,3,2,-1,16,-1,16,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,5020,5020,1,3,1,73000,17,75000,17,85000,17,80000,17,84000,17,-4,101000
2002,2010,5021,5020,1,3,1,50000,17,48000,17,45000,17,10000,17,20000,17,-5,-5
2004,-4,5022,5022,1,3,1,454737,15,100000,15,100000,15,-5,-5,-5,-5,-5,-5
2000,2010,5023,5023,5,3,2,128000,19,136000,19,140000,19,-2,19,60000,19,-4,-3
1998,2008,5024,5024,1,3,1,202500,12,217000,12,265500,12,595986,12,922631,12,-4,766958
2002,2012,5025,5024,5,3,2,60000,13,64000,13,80000,13,80000,13,80000,13,-4,110000
2000,2010,5026,5026,8,1,2,70000,15,67300,15,70400,15,-2,15,69000,16,18,78000
-4,-4,5027,5027,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5028,5028,5,3,2,454737,17,440692,17,497763,17,595986,17,922631,17,-4,766958
2002,2012,5029,5028,1,3,1,128000,16,138100,16,166050,16,181549,16,183010,16,-4,197000
-4,2012,5030,5030,1,3,1,-5,-5,-5,-5,25000,16,37000,16,-5,-5,-4,40000
2004,2014,5031,5030,1,3,1,75200,14,75400,14,97000,14,96000,14,95000,14,-4,82400
2002,2010,5032,5032,5,3,2,30110,12,41000,12,497763,12,302480,12,295410,12,-4,319400
2000,2010,5033,5033,1,3,1,98000,12,113000,12,159000,12,124000,12,141000,12,-4,257800
2002,2012,5034,5033,1,3,1,207000,13,155000,13,276000,13,-2,13,-2,13,-5,-5
1998,2008,5035,5035,5,3,2,130000,15,145000,15,-1,15,195000,15,200000,15,-5,-5
2002,2012,5036,5036,1,3,1,454737,20,-2,20,497763,20,595986,20,300000,20,-4,766958
2000,2008,5037,5037,5,3,2,42900,14,21000,14,-2,14,16000,14,17000,14,-4,-3
2006,2014,5038,5038,5,3,2,-5,-5,-5,-5,58600,15,70000,15,-5,-5,-5,-5
2004,2014,5039,5039,1,3,1,169500,18,187500,18,205000,18,196000,18,-5,-5,-4,230000
-4,-4,5040,5039,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5041,5041,8,1,2,64900,12,18800,12,39000,12,40776,12,24000,12,-4,32000
2000,2010,5042,5042,7,2,2,44708,13,23871,13,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5043,5042,7,2,2,34000,13,32000,13,33936,13,44000,13,42685,13,-4,44407
1998,2008,5044,5044,5,3,2,-2,20,-1,20,-2,20,-2,20,-2,20,-4,178000
1998,2008,5045,5045,8,1,2,3480,12,-5,-5,7584,12,12000,12,-2,12,-4,0
2000,2008,5046,5046,4,1,1,57000,12,89000,12,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5047,5046,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5048,5048,1,3,1,42000,14,41000,14,45000,14,45500,14,47000,14,-4,50000
2000,2010,5049,5049,5,3,2,20021,13,53133,13,47321,13,11244,13,72528,13,-4,-3
2002,2012,5050,5049,5,3,2,85200,12,87000,12,61000,12,0,12,-2,12,-4,9406
2004,2014,5051,5049,1,3,1,72150,12,65350,12,55200,12,63000,12,60000,12,-4,33000
2002,-4,5052,5052,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,5053,5053,5,3,2,46000,13,11570,13,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5054,5054,2,3,1,36000,20,38000,20,38520,20,38000,20,50000,20,-4,12000
2002,2012,5055,5054,6,3,2,59000,14,45330,14,58000,14,88000,14,75000,14,-4,75000
-4,-4,5056,5056,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5057,5056,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5058,5058,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5059,5059,7,2,2,9048,14,112000,14,8088,14,16712,14,8568,14,-4,11376
1998,2008,5060,5060,5,3,2,24000,12,28000,12,38000,12,11245,12,12034,12,-4,9723
1998,2008,5061,5061,5,3,2,64890,12,-2,12,104268,12,64428,12,74636,12,-4,64488
2004,-4,5062,5062,5,3,2,67800,13,56300,13,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,5063,5063,5,3,2,-2,12,-2,12,108000,12,123000,12,120000,12,-4,178000
2000,2010,5064,5063,5,3,2,44200,9,11000,9,15552,9,20440,9,21940,9,-4,16640
1998,2008,5065,5065,5,3,2,-2,17,-1,17,-2,17,-2,17,-2,17,-4,-3
2004,-4,5066,5066,5,3,2,70000,18,72500,18,82000,18,-5,-5,-5,-5,-5,-5
2004,2012,5067,5067,1,3,1,113000,16,130500,16,140000,16,140200,16,140015,16,-4,141600
2000,2008,5068,5068,1,3,1,52000,8,88000,8,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5069,5068,5,3,2,44880,12,56120,12,21826,12,33955,12,27184,12,-5,-5
2004,2012,5070,5070,3,2,1,150000,12,18500,12,109000,12,49032,12,40770,12,-4,33820
1998,2008,5071,5071,7,2,2,16720,12,100800,12,7320,12,1283,12,10060,12,-4,13600
1998,2008,5072,5072,3,2,1,0,12,-2,12,5600,12,-2,12,15600,12,-4,10000
2004,2014,5073,5073,3,2,1,172000,15,106200,15,100380,15,25680,15,92309,15,-4,68400
1998,2008,5074,5074,7,2,2,36220,15,42200,15,37000,15,42000,15,38000,15,-4,69000
1998,2008,5075,5075,3,2,1,-2,12,16700,12,7000,12,6000,12,12000,12,-4,-3
2000,2008,5076,5076,7,2,2,52000,13,30000,13,42000,13,25000,13,23000,13,-4,21000
2002,2010,5077,5076,7,2,2,35000,10,41000,10,37000,10,47000,10,56000,10,-4,-3
2004,2012,5078,5076,3,2,1,-2,11,68356,11,-2,11,21600,11,-2,11,-4,44532
1998,2008,5079,5079,3,2,1,20000,12,36000,12,-2,12,-2,12,-2,12,-4,20000
2000,2008,5080,5080,3,2,1,-2,12,34800,12,40800,12,36548,12,-2,12,-4,51920
-4,-4,5081,5080,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5082,5082,1,3,1,15600,12,15600,12,18000,12,17638,12,17378,12,-4,0
-4,-4,5083,5083,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5084,5083,7,2,2,25200,12,13496,12,800,12,500,12,3000,12,-4,2112
2004,-4,5085,5085,7,2,2,-2,12,0,12,-5,-5,-5,-5,-5,-5,-5,-5
1998,-4,5086,5086,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5087,5086,3,2,1,7620,12,-5,-5,10394,12,9072,12,9072,12,-4,-3
2000,2010,5088,5088,7,2,2,91200,12,-2,12,114200,12,61948,12,-2,12,-4,-3
2004,2012,5089,5089,7,2,2,19680,12,4000,12,14688,12,3108,12,12012,12,-4,-3
-4,2014,5090,5089,7,2,2,-5,-5,-2,12,8485,12,6396,12,2745,12,-4,2304
2004,2014,5091,5091,5,3,2,68420,20,86800,20,-2,20,10875,20,-2,20,-4,64000
2002,2012,5092,5092,1,3,1,-1,16,-1,16,-1,16,-1,16,-1,16,-4,-3
2004,2014,5093,5092,1,3,1,0,16,30000,16,-5,-5,300000,16,220000,16,-4,247000
2000,2008,5094,5094,1,3,1,5000,13,8000,13,12000,13,10000,13,13000,13,-4,10000
2004,2014,5095,5095,1,3,1,175000,20,160000,20,255000,20,274000,20,922631,20,-4,260000
2002,2012,5096,5095,5,3,2,-2,18,38900,18,-2,18,-2,18,46000,18,-4,27000
2002,2012,5097,5097,1,3,1,165000,12,195400,12,113982,12,144000,12,75800,12,-4,-3
1998,2008,5098,5098,5,3,2,13200,14,10032,14,-5,-5,-5,-5,12000,14,-4,16000
2004,2014,5099,5099,5,3,2,89000,16,107500,16,110000,16,117500,16,120000,16,-4,140400
2002,2012,5100,5100,5,3,2,88900,15,89511,15,68149,15,67000,15,63000,15,-4,65000
2002,2010,5101,5101,5,3,2,89000,15,99720,15,106000,15,-2,15,128800,15,-4,-3
2002,2012,5102,5101,1,3,1,37000,14,68300,14,47850,14,8263,15,81980,16,-4,18725
2002,2012,5103,5103,5,3,2,2000,12,-5,-5,30970,12,-5,-5,-5,-5,-5,-5
2004,2014,5104,5103,5,3,2,34000,14,43000,14,-5,-5,42000,14,44000,14,-5,-5
2000,-4,5105,5105,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,111000
2004,2014,5106,5106,1,3,1,151100,12,137000,12,140000,12,147000,12,180000,12,-4,0
2002,2012,5107,5107,5,3,2,242000,19,440692,19,198000,19,95000,19,60000,19,-4,60000
1998,2008,5108,5107,5,3,2,108000,16,126300,16,116000,16,124300,16,-2,16,-4,138300
2002,2012,5109,5109,1,3,1,-2,12,22000,12,0,12,-2,12,13680,12,-4,-3
-4,-4,5110,5109,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5111,5111,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5112,5112,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5113,5113,5,3,2,65200,12,67800,12,69000,12,76800,12,71000,12,-5,-5
-4,-4,5114,5113,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,5115,5115,5,3,2,57019,12,57200,12,72668,12,-5,-5,48665,12,-4,35400
-4,-4,5116,5116,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5117,5116,5,3,2,54200,10,57300,10,62100,10,70500,10,-5,-5,-5,-5
-4,-4,5118,5118,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,347600
1998,2008,5119,5119,7,2,2,-2,14,-2,14,400,14,33800,14,11000,14,-4,17000
-4,-4,5120,5120,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2008,5121,5121,5,3,2,43680,12,45916,12,2400,12,20280,12,32269,12,-4,-3
2000,2010,5122,5122,1,3,1,35000,12,42179,12,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5123,5123,5,3,2,20800,12,36000,12,37000,12,30392,12,92000,12,-4,277200
2000,2010,5124,5124,5,3,2,53820,16,56800,16,68200,16,88100,16,94100,16,-4,94800
1998,2008,5125,5125,5,3,2,50417,14,84242,14,46800,14,-2,14,69100,14,-4,80300
-4,-4,5126,5126,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5127,5127,5,3,2,79000,15,56000,15,58000,15,-5,-5,86800,15,-4,45000
2002,2012,5128,5128,5,3,2,24000,11,16666,11,15480,11,16185,11,12195,11,-4,38980
2004,2014,5129,5129,1,3,1,73700,16,74680,16,77500,16,94000,16,85500,16,-4,100830
2002,2012,5130,5130,1,3,1,51000,12,-2,12,-2,12,-2,12,28128,12,-4,0
2004,2014,5131,5130,5,3,2,7649,12,-2,13,32000,13,21500,13,23966,13,-4,28800
2000,2010,5132,5132,1,3,1,27280,10,-2,10,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,5133,5132,1,3,1,-2,12,-2,12,9768,12,9036,12,-2,12,-5,-5
2004,2012,5134,5132,5,3,2,50000,15,-2,15,52308,15,30884,15,38000,15,-4,55000
-4,-4,5135,5132,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5136,5132,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5137,5137,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5138,5137,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,5139,5139,1,3,1,1000,12,28508,12,18400,12,0,12,0,12,-4,10000
2000,2010,5140,5139,5,3,2,47300,16,210000,16,497763,16,168600,16,212500,16,-4,-3
2000,2010,5141,5141,4,1,1,109000,12,50782,12,60000,12,50000,12,67400,12,-4,70000
2002,2012,5142,5141,8,1,2,123600,12,263000,12,210000,12,227000,12,294000,12,-4,318000
2004,2012,5143,5141,8,1,2,158000,17,149290,17,187000,17,144000,17,168000,17,-4,260600
2004,2012,5144,5144,1,3,1,71840,12,53600,12,50000,12,75000,12,-2,12,-4,55000
2000,2010,5145,5145,1,3,1,53010,12,48315,12,59000,12,50109,12,52100,12,-4,50613
2004,2012,5146,5145,1,3,1,94000,12,117500,12,65000,12,65000,12,111500,12,-4,84000
1998,2008,5147,5147,4,1,1,180000,12,48000,12,24000,12,42000,12,48000,12,-4,115000
2000,2010,5148,5147,5,3,2,-5,-5,19675,12,-5,-5,79200,12,-1,12,-5,-5
2002,2012,5149,5149,1,3,1,-2,13,-2,13,22200,13,16200,13,-1,13,-4,27240
-4,-4,5150,5149,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5151,5151,5,3,2,-2,13,-2,13,-2,14,107600,14,133100,14,-4,200000
2004,-4,5152,5151,5,3,2,2200,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,-4,5153,5153,6,3,2,-2,18,71600,18,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5154,5154,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2006,-4,5155,5154,5,3,2,-2,12,-2,12,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5156,5156,1,3,1,190600,13,211800,13,232000,13,186001,13,186000,13,-4,255600
2004,-4,5157,5157,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5158,5158,1,3,1,-2,12,-2,12,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5159,5159,5,3,2,7152,12,21378,12,15700,12,0,12,13440,12,-5,-5
2000,2008,5160,5160,1,3,1,35100,12,53400,12,67200,12,69000,12,57200,12,-4,56400
2002,2012,5161,5161,1,3,1,72000,12,84100,12,38200,12,40000,12,38100,12,-4,147000
2002,2012,5162,5162,5,3,2,143000,12,147000,12,159000,12,174000,12,180000,12,-4,246000
2004,2014,5163,5162,5,3,2,85000,13,80000,13,39272,13,38400,13,149260,13,-4,25200
-4,-4,5164,5164,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,5165,5164,1,3,1,-5,-5,-2,12,-5,-5,-2,12,110000,12,-4,153400
2004,2014,5166,5166,1,3,1,133265,16,116000,16,136100,16,149000,16,198000,16,-4,185300
2000,2010,5167,5167,1,3,1,-2,12,111150,12,83600,12,89500,12,94020,12,-4,93000
2002,2012,5168,5168,1,3,1,60000,18,63000,18,39600,18,42000,18,50063,18,-4,54000
2006,2014,5169,5168,5,3,2,6000,20,22000,20,17500,20,4400,20,6065,20,-4,38608
1998,2008,5170,5170,1,3,1,81000,20,134000,20,148000,20,130500,20,116000,20,-4,146000
-4,-4,5171,5171,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,-4,5172,5172,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5173,5173,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5174,5173,1,3,1,-5,-5,64000,13,95000,13,-2,13,89001,13,-4,84000
-4,-4,5175,5173,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2010,5176,5176,6,3,2,44200,12,50439,12,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5177,5176,2,3,1,7680,14,8232,14,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5178,5178,1,3,1,47000,13,58000,13,37160,13,35000,13,60000,13,-4,57000
2004,2014,5179,5178,5,3,2,22000,12,39652,12,30226,12,19000,12,65780,12,-4,-3
2006,2014,5180,5178,5,3,2,454737,12,43200,12,46800,12,67224,12,71487,12,-4,73260
2002,2012,5181,5181,1,3,1,137000,14,123472,14,113000,14,104500,14,113000,14,-4,112000
2000,2010,5182,5181,1,3,1,52000,10,-1,10,-1,10,-1,10,21796,10,-4,-3
-4,-4,5183,5183,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5184,5184,1,3,1,52000,12,67050,12,73055,12,65010,12,80020,12,-4,103013
2006,2014,5185,5184,1,3,1,104600,20,121050,20,130000,20,163030,20,162010,20,-4,83001
2000,2008,5186,5186,1,3,1,61000,12,49200,12,43000,12,63000,12,60000,12,-4,66000
2002,2010,5187,5187,1,3,1,36000,13,42000,13,40000,13,36000,13,42000,13,-4,43000
2000,2008,5188,5188,5,3,2,47100,16,52000,16,-2,16,-5,-5,-5,-5,-4,34000
2004,2012,5189,5189,5,3,2,-5,-5,44000,12,43000,12,-5,-5,-5,-5,-5,-5
-4,-4,5190,5190,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2000,2010,5191,5191,5,3,2,58000,14,48000,14,79000,14,54000,14,65000,14,-4,92000
2002,2012,5192,5191,1,3,1,33129,12,37202,12,20000,12,51000,12,52000,12,-4,48000
2004,2016,5193,5191,5,3,2,75400,16,85400,16,64400,16,-5,-5,88300,16,-4,95400
2004,-4,5194,5191,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,2012,5195,5195,5,3,2,1,12,35100,12,32035,12,36000,12,38105,12,-4,16884
-4,-4,5196,5195,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5197,5197,2,3,1,67500,17,145000,17,206697,17,244000,17,205000,17,-4,244000
1998,2008,5198,5198,8,1,2,150000,12,150200,12,497763,12,250000,12,150000,12,-4,130000
1998,2008,5199,5198,5,3,2,121300,15,119000,15,110000,15,35880,15,64800,15,-4,-3
2000,-4,5200,5200,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2002,-4,5201,5200,5,3,2,8545,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,5202,5202,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2014,5203,5202,4,1,1,75045,13,93476,13,79060,13,104000,13,-1,13,-5,-5
1998,2010,5204,5204,1,3,1,-5,-5,8952,10,2400,10,7000,10,8760,10,-5,-5
-4,2018,5205,5205,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-3
2000,2016,5206,5206,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,40000,13,-4,38000
2000,2008,5207,5207,1,3,1,7320,14,8964,14,8556,14,9144,14,9480,14,-5,-5
2004,2010,5208,5208,5,3,2,33000,12,26600,12,18696,12,35000,12,-5,-5,-5,-5
2004,2014,5209,5209,5,3,2,13819,12,18200,12,15000,12,20300,12,24250,12,-4,26440
-4,-4,5210,5210,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,-4,5211,5211,1,3,1,64813,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1998,2008,5212,5212,5,3,2,27600,17,17870,17,20000,17,2392,17,11020,17,-4,20000
-4,-4,5213,5213,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2004,2012,5214,5213,5,3,2,106750,17,107000,17,107500,17,113000,17,114500,17,-4,178220
2004,2012,5215,5215,1,3,1,76000,12,68280,12,65630,12,63000,12,82000,12,-4,90000
2004,2014,5216,5216,5,3,2,5200,11,5239,11,27608,11,0,11,-2,11,-4,-3
2004,2014,5217,5217,4,1,1,34200,10,36000,10,44978,10,51000,10,-2,10,-4,60530
2000,2010,5218,5218,4,1,1,120000,12,90000,12,99000,12,114000,12,53900,12,-4,118000
2004,2012,5219,5218,5,3,2,88100,12,72200,12,70000,12,46000,12,54000,12,-4,126000
2004,2014,5220,5220,1,3,1,113000,15,116000,15,110000,15,157000,15,143000,15,-4,174992
